AIP28_01,-1,AIP28_ThO,1,AIP28_ThO_+,151.738198528546
AIP28_02,-1,AIP28_ThO_+,1,AIP28_ThO_2+,275.342566934778
AIP28_03,-1,AIP28_PaO,1,AIP28_PaO_+,149.432146879176
AIP28_04,-1,AIP28_PaO_+,1,AIP28_PaO_2+,274.650751439967
AIP28_05,-1,AIP28_UO,1,AIP28_UO_+,139.285519621948
AIP28_06,-1,AIP28_UO_+,1,AIP28_UO_2+,299.556109253163
AIP28_07,-1,AIP28_NpO,1,AIP28_NpO_+,137.901888632326
AIP28_08,-1,AIP28_NpO_+,1,AIP28_NpO_2+,311.31697266495
AIP28_09,-1,AIP28_PuO,1,AIP28_PuO_+,142.052781601192
AIP28_10,-1,AIP28_PuO_+,1,AIP28_PuO_2+,335.761120148272
AIP28_11,-1,AIP28_AmO,1,AIP28_AmO_+,143.897622920688
AIP28_12,-1,AIP28_AmO2_+,1,AIP28_AmO2_2+,348.675009384744
AIP28_13,-1,AIP28_CmO,1,AIP28_CmO_+,154.044250177916
AIP28_14,-1,AIP28_CmO_+,1,AIP28_CmO_2+,366.66221224983
AIP28_15,-1,AIP28_ThO2,1,AIP28_ThO2_+,196.01439019645
AIP28_16,-1,AIP28_ThO2_+,1,AIP28_ThO2_2+,348.21379905487
AIP28_17,-1,AIP28_PaO2,1,AIP28_PaO2_+,131.44494401409
AIP28_18,-1,AIP28_PaO2_+,1,AIP28_PaO2_2+,391.79817711049003
AIP28_19,-1,AIP28_UO2,1,AIP28_UO2_+,142.97520226094
AIP28_20,-1,AIP28_UO2_+,1,AIP28_UO2_2+,334.60809244105997
AIP28_21,-1,AIP28_NpO2,1,AIP28_NpO2_+,145.97307003263
AIP28_22,-1,AIP28_NpO2_+,1,AIP28_NpO2_2+,354.44013788065996
AIP28_23,-1,AIP28_PuO2,1,AIP28_PuO2_+,148.279121682
AIP28_24,-1,AIP28_PuO2_+,1,AIP28_PuO2_2+,356.97679281244007
AIP28_25,-1,AIP28_AmO2,1,AIP28_AmO2_+,154.7360637902
AIP28_26,-1,AIP28_AmO2_+,1,AIP28_AmO2_2+,386.26365440702
AIP28_27,-1,AIP28_CmO2,1,AIP28_CmO2_+,193.47773526467
AIP28_28,-1,AIP28_CmO2_+,1,AIP28_CmO2_2+,368.27644777688
