TMBH23_1,-1,TMBH23_Cp2ZrHCl,-1,TMBH23_Cp2ZrHCl_C2H2_TS,1,TMBH23_C2H2,0.038612992
TMBH23_2,-1,TMBH23_Cp2ZrHCl,-1,TMBH23_Cp2ZrHCl_C2H4_TS,1,TMBH23_C2H4,0.01808739
TMBH23_3,-1,TMBH23_Cp2ZrHCl,-1,TMBH23_Cp2ZrHCl_HCONH2_TS,1,TMBH23_HCONH2,0.059186402
TMBH23_4,-1,TMBH23_Cp2ZrNH,-1,TMBH23_Cp2ZrNHCH4_TS,1,TMBH23_CH4,0.027139053
TMBH23_5,-1,TMBH23_Cp2ZrNHCH4_TS,1,TMBH23_Cp2ZrNHCH4_RC,0.033370039
TMBH23_6,-1,TMBH23_reaction1_RC,1,TMBH23_reaction1_TS,0.039871938
TMBH23_7,-1,TMBH23_reaction2_RC_ATZ,1,TMBH23_reaction2_TS_ATZ,0.013577495
TMBH23_8,-1,TMBH23_reaction3a_RC_ATZ,1,TMBH23_reaction3a_TS_ATZ,0.029736625
TMBH23_9,-1,TMBH23_reaction3b_RC,1,TMBH23_reaction3b_TS,0.02157738
TMBH23_10,-1,TMBH23_reaction4a_RC,1,TMBH23_reaction4a_TS,0.000143424
TMBH23_11,-1,TMBH23_reaction4a_W_RC,1,TMBH23_reaction4a_W_TS,-0.000972098
TMBH23_12,-1,TMBH23_reaction4b_W_RC,1,TMBH23_reaction4a_W_TS,0.023410023
TMBH23_13,-1,TMBH23_reaction5a_RC,1,TMBH23_reaction5a_TS,0.006804683
TMBH23_14,-1,TMBH23_reaction5b_RC,1,TMBH23_reaction5a_TS,0.031473652
TMBH23_15,-1,TMBH23_reaction6_Mo_RC,1,TMBH23_reaction6_Mo_TS,0.027696814
TMBH23_16,-1,TMBH23_reaction6_W_RC,1,TMBH23_reaction6_W_TS,0.025131114
TMBH23_17,-1,TMBH23_reaction7_RC,1,TMBH23_reaction7_TS,0.013625303
TMBH23_18,-1,TMBH23_RC_1a,1,TMBH23_TS_1a,0.030915891
TMBH23_19,-1,TMBH23_RC_2a,1,TMBH23_TS_2a,0.005338569
TMBH23_20,-1,TMBH23_RC_3a,1,TMBH23_TS_3a,0.006485963
TMBH23_21,-1,TMBH23_RC_3a,1,TMBH23_TS_3b,-0.003203141
TMBH23_22,-1,TMBH23_RC_3a,1,TMBH23_TS_3c,0.016206939
TMBH23_23,-1,TMBH23_RC_4,1,TMBH23_TS_4,0.025832299
