VR17_01,-1,VR17_B+_LS,1,VR17_B+_HS,446.10
VR17_02,-1,VR17_B_LS,1,VR17_B_HS,344.05
VR17_03,-1,VR17_C+_LS,1,VR17_C+_HS,512.83
VR17_04,-1,VR17_Al+_LS,1,VR17_Al+_HS,445.34
VR17_05,-1,VR17_Al_LS,1,VR17_Al_HS,344.22
VR17_06,-1,VR17_Si+_LS,1,VR17_Si+_HS,521.45
VR17_07,-1,VR17_Ga+_LS,1,VR17_Ga+_HS,548.23
VR17_08,-1,VR17_Ga_LS,1,VR17_Ga_HS,428.86
VR17_09,-1,VR17_Ge+_LS,1,VR17_Ge+_HS,578.60
VR17_10,-1,VR17_F_LS,1,VR17_F_HS,1227.04
VR17_11,-1,VR17_Ne+_LS,1,VR17_Ne+_HS,1612.01
VR17_12,-1,VR17_Ne_LS,1,VR17_Ne_HS,2625.29
VR17_13,-1,VR17_Cl_LS,1,VR17_Cl_HS,863.87
VR17_14,-1,VR17_Ar_LS,1,VR17_Ar_HS,1582.22
VR17_15,-1,VR17_Br_LS,1,VR17_Br_HS,765.34
VR17_16,-1,VR17_Kr+_LS,1,VR17_Kr+_HS,989.51
VR17_17,-1,VR17_Kr_LS,1,VR17_Kr_HS,1355.32
V9_01,-1,VR17_B+_LS,1,VR17_B+_HS,446.10
V9_02,-1,VR17_B_LS,1,VR17_B_HS,344.05
V9_03,-1,VR17_C+_LS,1,VR17_C+_HS,512.83
V9_04,-1,VR17_Al+_LS,1,VR17_Al+_HS,445.34
V9_05,-1,VR17_Al_LS,1,VR17_Al_HS,344.22
V9_06,-1,VR17_Si+_LS,1,VR17_Si+_HS,521.45
V9_07,-1,VR17_Ga+_LS,1,VR17_Ga+_HS,548.23
V9_08,-1,VR17_Ga_LS,1,VR17_Ga_HS,428.86
V9_09,-1,VR17_Ge+_LS,1,VR17_Ge+_HS,578.60
R8_01,-1,VR17_F_LS,1,VR17_F_HS,1227.04
R8_02,-1,VR17_Ne+_LS,1,VR17_Ne+_HS,1612.01
R8_03,-1,VR17_Ne_LS,1,VR17_Ne_HS,2625.29
R8_04,-1,VR17_Cl_LS,1,VR17_Cl_HS,863.87
R8_05,-1,VR17_Ar_LS,1,VR17_Ar_HS,1582.22
R8_06,-1,VR17_Br_LS,1,VR17_Br_HS,765.34
R8_07,-1,VR17_Kr+_LS,1,VR17_Kr+_HS,989.51
R8_08,-1,VR17_Kr_LS,1,VR17_Kr_HS,1355.32
V4_01,-1,VR17_B_LS,1,VR17_B_HS,344.05
V4_02,-1,VR17_Al+_LS,1,VR17_Al+_HS,445.34
V4_03,-1,VR17_Si+_LS,1,VR17_Si+_HS,521.45
V4_04,-1,VR17_Ga_LS,1,VR17_Ga_HS,428.86
R4_01,-1,VR17_Ne_LS,1,VR17_Ne_HS,2625.29
R4_02,-1,VR17_Cl_LS,1,VR17_Cl_HS,863.87
R4_03,-1,VR17_Ar_LS,1,VR17_Ar_HS,1582.22
R4_04,-1,VR17_Br_LS,1,VR17_Br_HS,765.34
