W4-17-RE-nonMR_0,-1,W4-17_acetaldehyde,1,W4-17_c-hcoh,1,W4-17_ch2-sing,747.973777395312
W4-17-RE-nonMR_1,-1,W4-17_acetaldehyde,1,W4-17_c-hcoh,1,W4-17_ch2-trip,709.06257378432
W4-17-RE-nonMR_2,-1,W4-17_acetaldehyde,1,W4-17_c2h2,1,W4-17_h2o,164.556741843216
W4-17-RE-nonMR_3,-1,W4-17_acetaldehyde,1,W4-17_ch2-sing,1,W4-17_h2co,509.44390770488405
W4-17-RE-nonMR_4,-1,W4-17_acetaldehyde,1,W4-17_ch2-sing,1,W4-17_t-hcoh,727.8068940501421
W4-17-RE-nonMR_5,-1,W4-17_acetaldehyde,1,W4-17_ch2-trip,1,W4-17_h2co,470.532701468394
W4-17-RE-nonMR_6,-1,W4-17_acetaldehyde,1,W4-17_ch2-trip,1,W4-17_t-hcoh,688.89569043915
W4-17-RE-nonMR_7,-1,W4-17_acetaldehyde,1,W4-17_ch2c,1,W4-17_h2o,355.43084551891195
W4-17-RE-nonMR_8,-1,W4-17_acetaldehyde,1,W4-17_ch2ch,1,W4-17_oh,521.2009481353381
W4-17-RE-nonMR_9,-1,W4-17_acetaldehyde,1,W4-17_ch3,1,W4-17_hco,378.861249133062
W4-17-RE-nonMR_10,-1,W4-17_acetaldehyde,1,W4-17_ch4,1,W4-17_co,-9.706880934684
W4-17-RE-nonMR_11,-1,W4-17_acetaldehyde,1,W4-17_h2,1,W4-17_ketene,146.063458568664
W4-17-RE-nonMR_12,-1,W4-17_acetaldehyde,1,W4-17_h2,1,W4-17_oxirene,469.946942362602
W4-17-RE-nonMR_13,-1,W4-17_acetic,1,W4-17_c-hcoh,1,W4-17_h2co,467.26918119941405
W4-17-RE-nonMR_14,-1,W4-17_acetic,1,W4-17_c-hcoh,1,W4-17_t-hcoh,685.6321701701701
W4-17-RE-nonMR_15,-1,W4-17_acetic,1,W4-17_c2h2,1,W4-17_hooh,541.200471735996
W4-17-RE-nonMR_16,-1,W4-17_acetic,1,W4-17_c2h4,1,W4-17_o2,498.10526401021207
W4-17-RE-nonMR_17,-1,W4-17_acetic,1,W4-17_ch2-sing,1,W4-17_dioxirane,889.183795496634
W4-17-RE-nonMR_18,-1,W4-17_acetic,1,W4-17_ch2-sing,1,W4-17_formic,504.84150685430996
W4-17-RE-nonMR_19,-1,W4-17_acetic,1,W4-17_ch2-trip,1,W4-17_dioxirane,850.272591885642
W4-17-RE-nonMR_20,-1,W4-17_acetic,1,W4-17_ch2-trip,1,W4-17_formic,465.93030061782
W4-17-RE-nonMR_21,-1,W4-17_acetic,1,W4-17_ch2c,1,W4-17_hooh,732.0745754116921
W4-17-RE-nonMR_22,-1,W4-17_acetic,1,W4-17_ch2ch,1,W4-17_hoo,762.952500784116
W4-17-RE-nonMR_23,-1,W4-17_acetic,1,W4-17_ch4,1,W4-17_co2,-27.656242414074
W4-17-RE-nonMR_24,-1,W4-17_acetic,1,W4-17_co,1,W4-17_methanol,128.741696131194
W4-17-RE-nonMR_25,-1,W4-17_acetic,1,W4-17_glyoxal,1,W4-17_h2,248.613312675762
W4-17-RE-nonMR_26,-1,W4-17_acetic,1,W4-17_h2co,1,W4-17_t-hcoh,447.102297854244
W4-17-RE-nonMR_27,-1,W4-17_acetic,1,W4-17_h2o,1,W4-17_ketene,157.10922008494202
W4-17-RE-nonMR_28,-1,W4-17_acetic,1,W4-17_h2o,1,W4-17_oxirene,480.99270387888004
W4-17-RE-nonMR_29,-1,W4-17_alcl3,1,W4-17_alcl,1,W4-17_cl2,545.049751110768
W4-17-RE-nonMR_30,-1,W4-17_alf3,1,W4-17_alf,1,W4-17_f2,954.45420612723
W4-17-RE-nonMR_31,-1,W4-17_alh3,1,W4-17_alh,1,W4-17_h2,125.896575223494
W4-17-RE-nonMR_32,-1,W4-17_allene,1,W4-17_c2h2,1,W4-17_ch2-sing,489.904623401634
W4-17-RE-nonMR_33,-1,W4-17_allene,1,W4-17_c2h2,1,W4-17_ch2-trip,450.993419790642
W4-17-RE-nonMR_34,-1,W4-17_allene,1,W4-17_cch,1,W4-17_ch3,544.045590018198
W4-17-RE-nonMR_35,-1,W4-17_allene,1,W4-17_ch,1,W4-17_ch2ch,727.053775199838
W4-17-RE-nonMR_36,-1,W4-17_allene,1,W4-17_ch2-sing,1,W4-17_ch2c,680.7787297028281
W4-17-RE-nonMR_37,-1,W4-17_allene,1,W4-17_ch2-trip,1,W4-17_ch2c,641.867523466338
W4-17-RE-nonMR_38,-1,W4-17_allyl,1,W4-17_c2h2,1,W4-17_ch3,223.613908831314
W4-17-RE-nonMR_39,-1,W4-17_allyl,1,W4-17_c2h4,1,W4-17_ch,495.95050467412204
W4-17-RE-nonMR_40,-1,W4-17_allyl,1,W4-17_cch,1,W4-17_ch4,335.74512406471206
W4-17-RE-nonMR_41,-1,W4-17_allyl,1,W4-17_ch2-sing,1,W4-17_ch2ch,582.977716222752
W4-17-RE-nonMR_42,-1,W4-17_allyl,1,W4-17_ch2-trip,1,W4-17_ch2ch,544.0665099862621
W4-17-RE-nonMR_43,-1,W4-17_allyl,1,W4-17_ch2c,1,W4-17_ch3,414.488015132508
W4-17-RE-nonMR_44,-1,W4-17_benzene,1,W4-17_c2h2,1,W4-17_cyclobutadiene,595.89372498435
W4-17-RE-nonMR_45,-1,W4-17_benzene,1,W4-17_c2h2,1,W4-17_tetrahedrane,710.3219569119719
W4-17-RE-nonMR_46,-1,W4-17_benzene,1,W4-17_ch2c,1,W4-17_cyclobutadiene,786.7678312855439
W4-17-RE-nonMR_47,-1,W4-17_benzene,1,W4-17_ch2c,1,W4-17_tetrahedrane,901.196063213166
W4-17-RE-nonMR_48,-1,W4-17_beta-lactim,1,W4-17_acetaldehyde,1,W4-17_hcn,10.857481803702
W4-17-RE-nonMR_49,-1,W4-17_beta-lactim,1,W4-17_acetaldehyde,1,W4-17_hnc,74.621649482694
W4-17-RE-nonMR_50,-1,W4-17_beta-lactim,1,W4-17_allene,1,W4-17_hno,351.016727006412
W4-17-RE-nonMR_51,-1,W4-17_beta-lactim,1,W4-17_allyl,1,W4-17_no,310.703880284136
W4-17-RE-nonMR_52,-1,W4-17_beta-lactim,1,W4-17_c2h2,1,W4-17_formamide,84.412210289634
W4-17-RE-nonMR_53,-1,W4-17_beta-lactim,1,W4-17_c2h4,1,W4-17_hcno,271.353354718302
W4-17-RE-nonMR_54,-1,W4-17_beta-lactim,1,W4-17_c2h4,1,W4-17_hnco,-20.564362738386002
W4-17-RE-nonMR_55,-1,W4-17_beta-lactim,1,W4-17_c2h4,1,W4-17_hocn,82.613090410632
W4-17-RE-nonMR_56,-1,W4-17_beta-lactim,1,W4-17_c2h4,1,W4-17_honc,333.276562582164
W4-17-RE-nonMR_57,-1,W4-17_beta-lactim,1,W4-17_ch2c,1,W4-17_formamide,275.286316590828
W4-17-RE-nonMR_58,-1,W4-17_beta-lactim,1,W4-17_ch2nh,1,W4-17_ketene,87.75941043086999
W4-17-RE-nonMR_59,-1,W4-17_beta-lactim,1,W4-17_ch2nh,1,W4-17_oxirene,411.642894224808
W4-17-RE-nonMR_60,-1,W4-17_beta-lactim,1,W4-17_cyclopropene,1,W4-17_hno,443.60865793656
W4-17-RE-nonMR_61,-1,W4-17_beta-lactim,1,W4-17_cyclopropyl,1,W4-17_no,432.61310381853605
W4-17-RE-nonMR_62,-1,W4-17_beta-lactim,1,W4-17_hcn,1,W4-17_oxirane,121.147734596472
W4-17-RE-nonMR_63,-1,W4-17_beta-lactim,1,W4-17_hnc,1,W4-17_oxirane,184.911904900962
W4-17-RE-nonMR_64,-1,W4-17_beta-lactim,1,W4-17_hno,1,W4-17_propyne,344.74072608522005
W4-17-RE-nonMR_65,-1,W4-17_bf3,1,W4-17_bf,1,W4-17_f2,1043.406057363246
W4-17-RE-nonMR_66,-1,W4-17_bh3,1,W4-17_bh,1,W4-17_h2,363.171246830082
W4-17-RE-nonMR_67,-1,W4-17_bhf2,1,W4-17_bf,1,W4-17_hf,363.129406893954
W4-17-RE-nonMR_68,-1,W4-17_bhf2,1,W4-17_bh,1,W4-17_f2,1200.515277448188
W4-17-RE-nonMR_69,-1,W4-17_borole,1,W4-17_bh,1,W4-17_cyclobutadiene,635.34466797219
W4-17-RE-nonMR_70,-1,W4-17_borole,1,W4-17_bh,1,W4-17_tetrahedrane,749.772897274314
W4-17-RE-nonMR_71,-1,W4-17_c-hcoh,1,W4-17_ch,1,W4-17_oh,528.10454809845
W4-17-RE-nonMR_72,-1,W4-17_c-hcoh,1,W4-17_co,1,W4-17_h2,-215.85258755208002
W4-17-RE-nonMR_73,-1,W4-17_c-hono,1,W4-17_nh,1,W4-17_o2,452.95989941415604
W4-17-RE-nonMR_74,-1,W4-17_c-hono,1,W4-17_no,1,W4-17_oh,218.48850877914
W4-17-RE-nonMR_75,-1,W4-17_c-hooo,1,W4-17_o2,1,W4-17_oh,21.129201876114
W4-17-RE-nonMR_76,-1,W4-17_c-n2h2,1,W4-17_h2,1,W4-17_n2,-196.22962600207202
W4-17-RE-nonMR_77,-1,W4-17_c2cl4,1,W4-17_c2cl2,1,W4-17_cl2,256.998050578602
W4-17-RE-nonMR_78,-1,W4-17_c2cl6,1,W4-17_c2cl4,1,W4-17_cl2,124.66229710771799
W4-17-RE-nonMR_79,-1,W4-17_c2cl6,1,W4-17_ccl2,1,W4-17_ccl4,286.880182320582
W4-17-RE-nonMR_80,-1,W4-17_c2clh3,1,W4-17_c2clh,1,W4-17_h2,235.56341401815598
W4-17-RE-nonMR_81,-1,W4-17_c2clh3,1,W4-17_c2h2,1,W4-17_hcl,130.904825554908
W4-17-RE-nonMR_82,-1,W4-17_c2clh3,1,W4-17_ch2c,1,W4-17_hcl,321.778929230604
W4-17-RE-nonMR_83,-1,W4-17_c2clh5,1,W4-17_c2clh3,1,W4-17_h2,163.57768576252198
W4-17-RE-nonMR_84,-1,W4-17_c2clh5,1,W4-17_c2h4,1,W4-17_hcl,89.215443358722
W4-17-RE-nonMR_85,-1,W4-17_c2clh5,1,W4-17_cclh3,1,W4-17_ch2-sing,482.946630996456
W4-17-RE-nonMR_86,-1,W4-17_c2clh5,1,W4-17_cclh3,1,W4-17_ch2-trip,444.035427385464
W4-17-RE-nonMR_87,-1,W4-17_c2f4,1,W4-17_f2,1,W4-17_fccf,690.175993534866
W4-17-RE-nonMR_88,-1,W4-17_c2f6,1,W4-17_c2f4,1,W4-17_f2,681.272441474238
W4-17-RE-nonMR_89,-1,W4-17_c2f6,1,W4-17_cf2,1,W4-17_cf4,227.751885340668
W4-17-RE-nonMR_90,-1,W4-17_c2h3f,1,W4-17_c2h2,1,W4-17_hf,111.67097593599
W4-17-RE-nonMR_91,-1,W4-17_c2h3f,1,W4-17_cf,1,W4-17_ch3,557.685432825408
W4-17-RE-nonMR_92,-1,W4-17_c2h3f,1,W4-17_ch2c,1,W4-17_hf,302.545079611686
W4-17-RE-nonMR_93,-1,W4-17_c2h3f,1,W4-17_h2,1,W4-17_hccf,275.80931579242804
W4-17-RE-nonMR_94,-1,W4-17_c2h4,1,W4-17_c2h2,1,W4-17_h2,205.267067958708
W4-17-RE-nonMR_95,-1,W4-17_c2h4,1,W4-17_ch,1,W4-17_ch3,719.6899333138201
W4-17-RE-nonMR_96,-1,W4-17_c2h4,1,W4-17_ch2-sing,1,W4-17_ch2-trip,802.9933852960619
W4-17-RE-nonMR_97,-1,W4-17_c2h4,1,W4-17_ch2c,1,W4-17_h2,396.141171634404
W4-17-RE-nonMR_98,-1,W4-17_c2h5f,1,W4-17_c2h3f,1,W4-17_h2,159.452261759106
W4-17-RE-nonMR_99,-1,W4-17_c2h5f,1,W4-17_c2h4,1,W4-17_hf,65.856169736388
W4-17-RE-nonMR_100,-1,W4-17_c2h5f,1,W4-17_ch2-sing,1,W4-17_ch3f,489.862783465506
W4-17-RE-nonMR_101,-1,W4-17_c2h5f,1,W4-17_ch2-trip,1,W4-17_ch3f,450.951579854514
W4-17-RE-nonMR_102,-1,W4-17_c2h6,1,W4-17_c2h4,1,W4-17_h2,165.016981140624
