4d_SSIP24_01,-1,4dSS_IP24_Y_HS,1,4dSS_IP24_Y_LS,31.27
4d_SSIP24_02,-1,4dSS_IP24_Y_+_HS,1,4dSS_IP24_Y_+_LS,2.40
4d_SSIP24_03,-1,4dSS_IP24_Zr_HS,1,4dSS_IP24_Zr_LS,13.93
4d_SSIP24_04,-1,4dSS_IP24_Zr_+_LS,1,4dSS_IP24_Zr_+_HS,12.15
4d_SSIP24_05,-1,4dSS_IP24_Nb_LS,1,4dSS_IP24_Nb_HS,3.27
4d_SSIP24_06,-1,4dSS_IP24_Nb_+_LS,1,4dSS_IP24_Nb_+_HS,15.90
4d_SSIP24_07,-1,4dSS_IP24_Mo_LS,1,4dSS_IP24_Mo_HS,30.79
4d_SSIP24_08,-1,4dSS_IP24_Mo_+_LS,1,4dSS_IP24_Mo_+_HS,43.46
4d_SSIP24_09,-1,4dSS_IP24_Tc_LS,1,4dSS_IP24_Tc_HS,30.07
4d_SSIP24_10,-1,4dSS_IP24_Tc_+_LS,1,4dSS_IP24_Tc_+_HS,9.90
4d_SSIP24_11,-1,4dSS_IP24_Ru_LS,1,4dSS_IP24_Ru_HS,18.71
4d_SSIP24_12,-1,4dSS_IP24_Ru_+_HS,1,4dSS_IP24_Ru_+_LS,26.16
4d_SSIP24_13,-1,4dSS_IP24_Rh_LS,1,4dSS_IP24_Rh_HS,9.46
4d_SSIP24_14,-1,4dSS_IP24_Rh_+_LS,1,4dSS_IP24_Rh_+_HS,23.34
4d_SSIP24_15,-1,4dSS_IP24_Pd_HS,1,4dSS_IP24_Pd_LS,18.77
4d_SSIP24_16,-1,4dSS_IP24_Pd_+_HS,1,4dSS_IP24_Pd_+_LS,71.71
4d_SSIP24_17,-1,4dSS_IP24_Y_LS,1,4dSS_IP24_Y_+_LS,150.53
4d_SSIP24_18,-1,4dSS_IP24_Zr_LS,1,4dSS_IP24_Zr_+_HS,160.33
4d_SSIP24_19,-1,4dSS_IP24_Nb_HS,1,4dSS_IP24_Nb_+_HS,156.11
4d_SSIP24_20,-1,4dSS_IP24_Mo_HS,1,4dSS_IP24_Mo_+_HS,163.71
4d_SSIP24_21,-1,4dSS_IP24_Tc_HS,1,4dSS_IP24_Tc_+_HS,167.83
4d_SSIP24_22,-1,4dSS_IP24_Ru_HS,1,4dSS_IP24_Rh_+_LS,169.86
4d_SSIP24_23,-1,4dSS_IP24_Rh_HS,1,4dSS_IP24_Rh_+_HS,172.11
4d_SSIP24_24,-1,4dSS_IP24_Pd_LS,1,4dSS_IP24_Pd_+_LS,192.24
4d_SS16_01,-1,4dSS_IP24_Y_HS,1,4dSS_IP24_Y_LS,31.27
4d_SS16_02,-1,4dSS_IP24_Y_+_HS,1,4dSS_IP24_Y_+_LS,2.40
4d_SS16_03,-1,4dSS_IP24_Zr_HS,1,4dSS_IP24_Zr_LS,13.93
4d_SS16_04,-1,4dSS_IP24_Zr_+_LS,1,4dSS_IP24_Zr_+_HS,12.15
4d_SS16_05,-1,4dSS_IP24_Nb_LS,1,4dSS_IP24_Nb_HS,3.27
4d_SS16_06,-1,4dSS_IP24_Nb_+_LS,1,4dSS_IP24_Nb_+_HS,15.90
4d_SS16_07,-1,4dSS_IP24_Mo_LS,1,4dSS_IP24_Mo_HS,30.79
4d_SS16_08,-1,4dSS_IP24_Mo_+_LS,1,4dSS_IP24_Mo_+_HS,43.46
4d_SS16_09,-1,4dSS_IP24_Tc_LS,1,4dSS_IP24_Tc_HS,30.07
4d_SS16_10,-1,4dSS_IP24_Tc_+_LS,1,4dSS_IP24_Tc_+_HS,9.90
4d_SS16_11,-1,4dSS_IP24_Ru_LS,1,4dSS_IP24_Ru_HS,18.71
4d_SS16_12,-1,4dSS_IP24_Ru_+_HS,1,4dSS_IP24_Ru_+_LS,26.16
4d_SS16_13,-1,4dSS_IP24_Rh_LS,1,4dSS_IP24_Rh_HS,9.46
4d_SS16_14,-1,4dSS_IP24_Rh_+_LS,1,4dSS_IP24_Rh_+_HS,23.34
4d_SS16_15,-1,4dSS_IP24_Pd_HS,1,4dSS_IP24_Pd_LS,18.77
4d_SS16_16,-1,4dSS_IP24_Pd_+_HS,1,4dSS_IP24_Pd_+_LS,71.71
4d_IP8_1,-1,4dSS_IP24_Y_LS,1,4dSS_IP24_Y_+_LS,150.53
4d_IP8_2,-1,4dSS_IP24_Zr_LS,1,4dSS_IP24_Zr_+_HS,160.33
4d_IP8_3,-1,4dSS_IP24_Nb_HS,1,4dSS_IP24_Nb_+_HS,156.11
4d_IP8_4,-1,4dSS_IP24_Mo_HS,1,4dSS_IP24_Mo_+_HS,163.71
4d_IP8_5,-1,4dSS_IP24_Tc_HS,1,4dSS_IP24_Tc_+_HS,167.83
4d_IP8_6,-1,4dSS_IP24_Ru_HS,1,4dSS_IP24_Rh_+_LS,169.86
4d_IP8_7,-1,4dSS_IP24_Rh_HS,1,4dSS_IP24_Rh_+_HS,172.11
4d_IP8_8,-1,4dSS_IP24_Pd_LS,1,4dSS_IP24_Pd_+_LS,192.24
